Mata Pelajaran,Soal,Jawaban,Skor,Keterangan
Pendidikan Agama Islam,"Menurutmu, apa dampak positif bagi masyarakat jika remaja membiasakan diri berlomba dalam kebaikan?",Mungkin hidupnya atau lingkungan akan terasa harmonis dan juge menyenangkan,10,Jawaban Siswa
Pendidikan Agama Islam,Jelaskan apa yang dimaksud dengan Syu’abul Iman,"Syu'abul iman yaitu ""menyempurnakan iman""",0,Jawaban Siswa
Pendidikan Agama Islam,Sebutkan lima cabang iman dan jelaskan makna salah satunya,"Iman kpd allah, jujur, amanah, suka menolong. Makna dari jujur itu orang yang slalu berkata sesuai kenyataan dan tidak pernah berbohong atas perkataan maupun perilakunya. Amanah berarti orang yang slalu menyampaikan perintah sesuai dengan apa yang telah di perintahkan",10,Jawaban Siswa
Pendidikan Agama Islam,Mengapa memahami Syu’abul Iman dapat membantu seorang muslim memperbaiki kualitas hidupnya?,"karena dengan sikap syu'abul iman orang dapat memperbaiki dirinya dengan sering melakukan sikap-sikap tersebut, jika telah menerapkan mungkin orang tersebut akan lebih baik dari hari sebelumnya yang dulunya pembohong sekarang menjadi orang yang jujur",10,Jawaban Siswa
Pendidikan Agama Islam,Apa yang dimaksud dengan Akhlaq Mazmumah? Jelaskan dengan bahasamu sendiri,"Akhlaq mahmuzah yaitu seperti perbuatan tercela contohnya seperti orang yang iri hati, sombong",10,Jawaban Siswa
Pendidikan Agama Islam,Sebutkan tiga contoh akhlaq mazmumah di kalangan remaja sekarang dan berikan contoh perilaku yang menggambarkannya,"Iri hati, sombong, suka berbohong. Orang yang iri hati yaitu orang yang tidak ingin temannya itu berada di atas dia. Contohnya si A pintar namun si B lebih pintar nah karena si A orangnya sellau iri dia menjelek jelekan si B kepada teman-temannya agar si B tidak memiliki teman. Orang yang suka berbohong , orang slalu berkata yang tidak sesuai kenyataan",10,Jawaban Siswa
Pendidikan Agama Islam,"Mengapa akhlak mazmumah seperti sombong, iri, atau suka berbohong sangat berbahaya jika dibiarkan?","Karna jika dibiarkan sejak kecil maka akan terus menerus hingga dewasa dan jika memiliki sikap seperti iri, suka berbohong maka tidak akan ada orang yang ingin berteman dengannya dan hidupnya pun tidak tenang",10,Jawaban Siswa
Pendidikan Agama Islam,"Pilih salah satu: Fastabiqul Khoirot, Syu'abul Iman, atau Akhlaq Mazmumah. Jelaskan bagaimana penerapan materi tersebut dapat memperbaiki suasana dan karakter siswa di sekolah.","Fastabiqul kharot yang artinya ""berlomba-lomba dalam kebaikan"" Jika seorang siswa dapat menerapkan suka menolong slalu melakukan hal kebaikan maka dia akan memiliki lingkungan yang harmonis dan tenang",10,Jawaban Siswa
Pendidikan Agama Islam,Jelaskan dengan bahasamu sendiri apa makna Fastabiqul Khoirot dan mengapa perintah ini penting dalam kehidupan seorang muslim.,"Fastabiqul khoirot adalah berlomba-lomba dalam kebaikan, penting dlm kehidupan seorang muslim karena merupakan prilaku yg baik dan harus diterapkan dlm kehidupan ",10,Jawaban Siswa
Pendidikan Agama Islam,Sebutkan tiga contoh perilaku Fastabiqul Khoirot di lingkungan sekolah,"belajar dengan sungguh sungguh, tidak mencontek, tidak datang telat dan mengikuti upacara",10,Jawaban Siswa
Pendidikan Agama Islam,"Menurutmu, apa dampak positif bagi masyarakat jika remaja membiasakan diri berlomba dalam kebaikan?",menimbulkan dampak positif yaitu kita tidak malas dan menjadi semangat karena kita berlomba dlm kebaikan dan kitapun mendapatkan Pahala,10,Jawaban Siswa
Pendidikan Agama Islam,Jelaskan apa yang dimaksud dengan Syu’abul Iman,syu'abul iman merupakan cabang-cabang iman,5,Jawaban Siswa
Pendidikan Agama Islam,Sebutkan lima cabang iman dan jelaskan makna salah satunya,"iman kepada Allah, iman kepada rasul dan malaikat Allah, iman kepada kitab Allah, iman kepada Qada, dan Qadar",10,Jawaban Siswa
Pendidikan Agama Islam,Mengapa memahami Syu’abul Iman dapat membantu seorang muslim memperbaiki kualitas hidupnya?,Karena manusia menjadi tahu tentang cabang-cabang iman dan menerapkan nya dalam kehidupan,10,Jawaban Siswa
Pendidikan Agama Islam,Apa yang dimaksud dengan Akhlaq Mazmumah? Jelaskan dengan bahasamu sendiri,"Akhlak Mazmumah adalah akhlak tercela, akhlak yg jelek dan harus di hindari setiap orang muslim",10,Jawaban Siswa
Pendidikan Agama Islam,Sebutkan tiga contoh akhlaq mazmumah di kalangan remaja sekarang dan berikan contoh perilaku yang menggambarkannya,"Foya-foya (boros atau menghambur-hamburkan segala sesuatu seperti uang ), contohnya Riya (memperlihatkan kebaikan kita seperti sholat), Hasad iri jika teman kita mendapatkan yg lebih bagus dari kita",10,Jawaban Siswa
Pendidikan Agama Islam,"Mengapa akhlak mazmumah seperti sombong, iri, atau suka berbohong sangat berbahaya jika dibiarkan?",Karena jika di biarkan akan semakin menjadi jadi dan semakin sering melakukan sesuatu yg jelek dan di larang agama,10,Jawaban Siswa
Pendidikan Agama Islam,"Pilih salah satu: Fastabiqul Khoirot, Syu'abul Iman, atau Akhlaq Mazmumah. Jelaskan bagaimana penerapan materi tersebut dapat memperbaiki suasana dan karakter siswa di sekolah.","Fastabiqul khoirot yaitu berlomba lomba dalam kebaikan siswa berlomba-lomba dalam mendapatkan peringkat di kelasnya merupakan perilaku dala kebaikan, mampu memperbaiki suasana dan karakter siswa di sekolah",10,Jawaban Siswa
Pendidikan Agama Islam,Jelaskan dengan bahasamu sendiri apa makna Fastabiqul Khoirot dan mengapa perintah ini penting dalam kehidupan seorang muslim.,berlomba lomba dalam kebaikan,5,Jawaban Siswa
Pendidikan Agama Islam,Sebutkan tiga contoh perilaku Fastabiqul Khoirot di lingkungan sekolah,"Menolong Teman Saat Kesulitan, menyapa guru akhlak dijaga",10,Jawaban Siswa
Pendidikan Agama Islam,"Menurutmu, apa dampak positif bagi masyarakat jika remaja membiasakan diri berlomba dalam kebaikan?",mendapatkan pahala,0,Jawaban Siswa
Pendidikan Agama Islam,Jelaskan apa yang dimaksud dengan Syu’abul Iman,adalah memperbaiki hidup kita menjadi lebih baik,0,Jawaban Siswa
Pendidikan Agama Islam,Sebutkan lima cabang iman dan jelaskan makna salah satunya,"iman kpd allah, iman kpd malaikat, iman kpd rasulullah, iman kpd kitab-kitab, ima kpd qada dan qadar",10,Jawaban Siswa
Pendidikan Agama Islam,Mengapa memahami Syu’abul Iman dapat membantu seorang muslim memperbaiki kualitas hidupnya?,karena memperbaiki sikap kita dan ahlak kita menjadi lbih baik,10,Jawaban Siswa
Pendidikan Agama Islam,Apa yang dimaksud dengan Akhlaq Mazmumah? Jelaskan dengan bahasamu sendiri,karena seorang muslim harus berahlak dan mempunyai akal,0,Jawaban Siswa
Pendidikan Agama Islam,Sebutkan tiga contoh akhlaq mazmumah di kalangan remaja sekarang dan berikan contoh perilaku yang menggambarkannya,"(sombong) terhadap sesama (iri) melihat temannya mendapatkan teman baru (suka berbohong) terhadap teman, orang tua",10,Jawaban Siswa
Pendidikan Agama Islam,"Mengapa akhlak mazmumah seperti sombong, iri, atau suka berbohong sangat berbahaya jika dibiarkan?",karena kalo dibiarkan bisa menyebar ke keturunan kita atau ke temen,10,Jawaban Siswa
Pendidikan Agama Islam,"Pilih salah satu: Fastabiqul Khoirot, Syu'abul Iman, atau Akhlaq Mazmumah. Jelaskan bagaimana penerapan materi tersebut dapat memperbaiki suasana dan karakter siswa di sekolah.","Syu'abul iman, memperbaiki kulaitas hidupnya yang dulunya suka bolos dan sekarang rajin mengikuti kegiatan, pelajaran, dan perbuatan baik lainnya",10,Jawaban Siswa
Pendidikan Agama Islam,Jelaskan dengan bahasamu sendiri apa makna Fastabiqul Khoirot dan mengapa perintah ini penting dalam kehidupan seorang muslim.,"berlomba-lomba dalam kebaikan, karena kita sebagai org muslim hrs senantiasa berbuat baik, dan allah sgt suka dengan orang -orang yg berbuat baik",10,Jawaban Siswa
Pendidikan Agama Islam,Sebutkan tiga contoh perilaku Fastabiqul Khoirot di lingkungan sekolah,"menolong teman saat kesusahan, membuang sampah pada tempatnya, dan tidak mencontek saat ujian",10,Jawaban Siswa
Pendidikan Agama Islam,"Menurutmu, apa dampak positif bagi masyarakat jika remaja membiasakan diri berlomba dalam kebaikan?","akan menciptakan lingkungan yang baik, masyarakat akan merasa nyaman jika para remaja berlomba lomba dalam kebaikan karena sekarang kebanyakan para remaja mengonsumsi barang barang yg tidak halal, oleh karen aitu kalau para remaja membiasakan diri menjauhinya dan berlomba lomba dlm kebaikan maka masyarakat semuanya akan tenang dan lingkungannya pun menjadi indah",10,Jawaban Siswa
Pendidikan Agama Islam,Jelaskan apa yang dimaksud dengan Syu’abul Iman,cabang cabang iman,5,Jawaban Siswa
Pendidikan Agama Islam,Sebutkan lima cabang iman dan jelaskan makna salah satunya,"qoulu bil lisani (diucapkan dengan lisan, diniati dalam hati, dilakukan dengan anggota badan)",5,Jawaban Siswa
Pendidikan Agama Islam,Mengapa memahami Syu’abul Iman dapat membantu seorang muslim memperbaiki kualitas hidupnya?,"karena dengan memahami syuabul iman kita akan bisa menjdai pribadi yang lebih baik, rezeqi kita diluaskan, yang awalnya hidup kita tidak berkualitas menjadi berkualitas karena kita mengimaninya",10,Jawaban Siswa
Pendidikan Agama Islam,Apa yang dimaksud dengan Akhlaq Mazmumah? Jelaskan dengan bahasamu sendiri,"akhlak mazmumah adalah akhlak tercela, sejelek jeleknya akhlak yaitu akhlak mazmumah",10,Jawaban Siswa
Pendidikan Agama Islam,Sebutkan tiga contoh akhlaq mazmumah di kalangan remaja sekarang dan berikan contoh perilaku yang menggambarkannya,"pamer, contohnya ( ada seseorang yg mempunyai emas yg sangat banyak, dia ingin semua orang tau bahwa dia memiliki banyak emas, lalu dia memposting di medsos bahwa dia orang yang mempunyai emas yang sangat banyak), iri contohnya ( seseorang yg mendapatkan baju baru, padahal itu baru tapi tetap saja kalau ada temannya memilki yg lebih bagus lagi dia ingin mempunyai), bohong contohnya ( berbohong kepada teman, guru, orang tua)",10,Jawaban Siswa
Pendidikan Agama Islam,"Mengapa akhlak mazmumah seperti sombong, iri, atau suka berbohong sangat berbahaya jika dibiarkan?","karena semua akhlak itu bisa membawa kita ke jalan yg tidak benar, dan bisa membawa kite ke neraka",10,Jawaban Siswa
Pendidikan Agama Islam,"Pilih salah satu: Fastabiqul Khoirot, Syu'abul Iman, atau Akhlaq Mazmumah. Jelaskan bagaimana penerapan materi tersebut dapat memperbaiki suasana dan karakter siswa di sekolah.","Fatabiqul khoirot, penerapannya kita dapat menolong siswa yg kesusahan, kalau dia butuh apa apa kita harus menolongnya jangan sampai tidak menolongnya",10,Jawaban Siswa
Pendidikan Agama Islam,Jelaskan dengan bahasamu sendiri apa makna Fastabiqul Khoirot dan mengapa perintah ini penting dalam kehidupan seorang muslim.,"berlomba-lomba dalam kebaikan , karena melakukan kebaikan itu akan amal kita di akhirat ",10,Jawaban Siswa
Pendidikan Agama Islam,Sebutkan tiga contoh perilaku Fastabiqul Khoirot di lingkungan sekolah,"membersihkan ruang kelas, membantu teman yg sedang kesusahan, menghormati guru",10,Jawaban Siswa
Pendidikan Agama Islam,"Menurutmu, apa dampak positif bagi masyarakat jika remaja membiasakan diri berlomba dalam kebaikan?",menjadikan remaja itu berperilaku baik dan sopan,10,Jawaban Siswa
Pendidikan Agama Islam,Jelaskan apa yang dimaksud dengan Syu’abul Iman,menyempurnakan iman,0,Jawaban Siswa
Pendidikan Agama Islam,Sebutkan lima cabang iman dan jelaskan makna salah satunya,"ma'rifatun bi qalbi, qoulun bi lisan, amalun bi arkan",0,Jawaban Siswa
Pendidikan Agama Islam,Mengapa memahami Syu’abul Iman dapat membantu seorang muslim memperbaiki kualitas hidupnya?,"karena jika kita beriman kepada Allah kita tahu caranya bersyukur, atas nikmat yg ia berikan",10,Jawaban Siswa
Pendidikan Agama Islam,Apa yang dimaksud dengan Akhlaq Mazmumah? Jelaskan dengan bahasamu sendiri,Akhlaq yang tercela. Ahlaq yg tidak baik buat kita dikehidupan sehari-hari,10,Jawaban Siswa
Pendidikan Agama Islam,Sebutkan tiga contoh akhlaq mazmumah di kalangan remaja sekarang dan berikan contoh perilaku yang menggambarkannya,"sam'ah, riya, takabur",10,Jawaban Siswa
Pendidikan Agama Islam,"Mengapa akhlak mazmumah seperti sombong, iri, atau suka berbohong sangat berbahaya jika dibiarkan?","Karena jika kita memiliki sikap yg sombong , iri, suka berbohong itu termasuk  sikap yg tercela",10,Jawaban Siswa
Pendidikan Agama Islam,"Pilih salah satu: Fastabiqul Khoirot, Syu'abul Iman, atau Akhlaq Mazmumah. Jelaskan bagaimana penerapan materi tersebut dapat memperbaiki suasana dan karakter siswa di sekolah.",menjelaskan kepada siswa disekolah. Kalau  Akhlaq mazmumah itu akhlaq yg tercela. Kita sebagai siswa tidak boleh memiliki sifat resebut,5,Jawaban Siswa
Pendidikan Agama Islam,Jelaskan dengan bahasamu sendiri apa makna Fastabiqul Khoirot dan mengapa perintah ini penting dalam kehidupan seorang muslim.,Berlomba lomba dalam kebaikan,5,Jawaban Siswa
Pendidikan Agama Islam,Sebutkan tiga contoh perilaku Fastabiqul Khoirot di lingkungan sekolah,"menjaga lingkungan sekolah, seperti tertib dalam aturan sekolah, baik dan sopan",10,Jawaban Siswa
Pendidikan Agama Islam,"Menurutmu, apa dampak positif bagi masyarakat jika remaja membiasakan diri berlomba dalam kebaikan?",Masyarakat akan terbiasa akan berlomba lomba kebaikan Dan Masyarakat berbuat baik,10,Jawaban Siswa
Pendidikan Agama Islam,Jelaskan apa yang dimaksud dengan Syu’abul Iman,menyempurnakan iman,0,Jawaban Siswa
Pendidikan Agama Islam,Sebutkan lima cabang iman dan jelaskan makna salah satunya,iman,0,Jawaban Siswa
Pendidikan Agama Islam,Mengapa memahami Syu’abul Iman dapat membantu seorang muslim memperbaiki kualitas hidupnya?,kita yang jadi manusia harus berubah kebih baik dari sebelumnya harus bisa memperbaiki diri yang lebih baik dari sebelumnya,10,Jawaban Siswa
Pendidikan Agama Islam,Apa yang dimaksud dengan Akhlaq Mazmumah? Jelaskan dengan bahasamu sendiri,tentang akhlak,0,Jawaban Siswa
Pendidikan Agama Islam,Sebutkan tiga contoh akhlaq mazmumah di kalangan remaja sekarang dan berikan contoh perilaku yang menggambarkannya,"Sombong, akhlaknya tidak dipakai irian dan suka berbohong ",0,Jawaban Siswa
Pendidikan Agama Islam,"Mengapa akhlak mazmumah seperti sombong, iri, atau suka berbohong sangat berbahaya jika dibiarkan?",Jika dibiarkan akan terbiasa seperti itu,5,Jawaban Siswa
Pendidikan Agama Islam,"Pilih salah satu: Fastabiqul Khoirot, Syu'abul Iman, atau Akhlaq Mazmumah. Jelaskan bagaimana penerapan materi tersebut dapat memperbaiki suasana dan karakter siswa di sekolah.",Fastabiqul Khoirot karna kita harus berlomba lomba dalam kebaikan,10,Jawaban Siswa
Pendidikan Agama Islam,Jelaskan dengan bahasamu sendiri apa makna Fastabiqul Khoirot dan mengapa perintah ini penting dalam kehidupan seorang muslim.,"Fastabiqul khoirot adlaah berlomba-lomba dalam kebaikan, perintah ini penting karena kita sbagai seorang muslim dianjurkan harus berlomba-lomba dalam kebaikan. Hal ini bermanfaat bagi orang lain juga bagi diri sendiri agar Prilaku kita berubah lebih baik lagi",10,Jawaban Siswa
Pendidikan Agama Islam,Sebutkan tiga contoh perilaku Fastabiqul Khoirot di lingkungan sekolah,"Saat Selesai pelajaran ada teman kita yang belum paham kita yang paham harus menjelaskan, tetapi jika waktu ulangan / ujian kita tidak boleh Memberi jawaban. Saat teman kita terjatuh kita harus Menolong. Saat guru kita Menjelaskan kita harus mendengarkan ",10,Jawaban Siswa
Pendidikan Agama Islam,"Menurutmu, apa dampak positif bagi masyarakat jika remaja membiasakan diri berlomba dalam kebaikan?",ahlak kita kepada Masyarakat akan baik terhadap Sesama,10,Jawaban Siswa
Pendidikan Agama Islam,Jelaskan apa yang dimaksud dengan Syu’abul Iman,Syu'abul iman adalah baik dalam Perkataan Perbuatan dan hati,0,Jawaban Siswa
Pendidikan Agama Islam,Sebutkan lima cabang iman dan jelaskan makna salah satunya,"iman kepada Allah Swt, iman kepada malaikat, iman kepada kitab kitab Allah, iman kepada Rosul dan nabi, iman kepada hari Akhir",10,Jawaban Siswa
Pendidikan Agama Islam,Mengapa memahami Syu’abul Iman dapat membantu seorang muslim memperbaiki kualitas hidupnya?,"Karena jika kita memahami Syu'abul iman kita diajarkan untuk baik dalam perkataan, perbuatan Maupun hati, jika kita melaksanakan maka hidup kita jauh lebih baik",10,Jawaban Siswa
Pendidikan Agama Islam,Apa yang dimaksud dengan Akhlaq Mazmumah? Jelaskan dengan bahasamu sendiri,"ahlak Mazmumah adalah perbuatan dan sikap kita terhadap Orang lain seperti Sombong terhadap orang lain, iri, dan berbohong",10,Jawaban Siswa
Pendidikan Agama Islam,Sebutkan tiga contoh akhlaq mazmumah di kalangan remaja sekarang dan berikan contoh perilaku yang menggambarkannya,"iri terhadap kesuksesa orang lain, jika kita membeli barang kita suka memamerkannya, kita di Beri kepercayaan tetapi tidak dilaksanakan",10,Jawaban Siswa
Pendidikan Agama Islam,"Mengapa akhlak mazmumah seperti sombong, iri, atau suka berbohong sangat berbahaya jika dibiarkan?","karena jika perbuatan Speerti itu dibiarkan akan membuat hidup kita berantakan, kita akan tidak dipercaya orang lain karena  sifat sombong, kita akan dijauhi karena suka berbohong",10,Jawaban Siswa
Pendidikan Agama Islam,"Pilih salah satu: Fastabiqul Khoirot, Syu'abul Iman, atau Akhlaq Mazmumah. Jelaskan bagaimana penerapan materi tersebut dapat memperbaiki suasana dan karakter siswa di sekolah.",jika kita menerapkan Fastabiqul khoirot maka akan memperbaiki karakter dan Suasana siswa di sekolah karena saling tolong-menolong dan membantu sesama,10,Jawaban Siswa
Pendidikan Agama Islam,Jelaskan dengan bahasamu sendiri apa makna Fastabiqul Khoirot dan mengapa perintah ini penting dalam kehidupan seorang muslim.,"Fastabiqul khoirot adalah bersungguh-sungguh dalam melakukan amal baik / berlomba-lomba melakukan amal kebaikan, iya, karena dapat meningkatkan amal baik dan pahala yang diperoleh",10,Jawaban Siswa
Pendidikan Agama Islam,Sebutkan tiga contoh perilaku Fastabiqul Khoirot di lingkungan sekolah,"membantu (bersedakah) (pulpen, penghapus, dll), mengamalkan ilmu dan belajar (membantu teman yang kesulitan dan rajin membaca), menyapa guru",10,Jawaban Siswa
Pendidikan Agama Islam,"Menurutmu, apa dampak positif bagi masyarakat jika remaja membiasakan diri berlomba dalam kebaikan?","Peningkatan kualitas diri, memanfaatkan waktu yang efektif",10,Jawaban Siswa
Pendidikan Agama Islam,Jelaskan apa yang dimaksud dengan Syu’abul Iman,Syu'abul iman atau cabang-cabang iman yaitu suatu hal yang di sukai Allah dan di ridhoi oleh Allah Swt. Karena dpaat meningkatkan kualitas hidup seseorang dalam melakukan hal kebaikan,10,Jawaban Siswa
Pendidikan Agama Islam,Sebutkan lima cabang iman dan jelaskan makna salah satunya,"Percaya kepada Allah, Percaya kepada Malaikat, Percaya kepada Kitab, Percaya kepada Rasul, Percaya kepada hari kiamat, Percaya kepada Qada dan Qadar",10,Jawaban Siswa
Pendidikan Agama Islam,Mengapa memahami Syu’abul Iman dapat membantu seorang muslim memperbaiki kualitas hidupnya?,Karena syu'abul iman juga dapat meningkatkan kualitas keimanan setiap orang. Dan dapat menumbuhkan rasa percaya terhadap Allah SWT. Dan salah satu cabang Iman adalah malu,10,Jawaban Siswa
Pendidikan Agama Islam,Apa yang dimaksud dengan Akhlaq Mazmumah? Jelaskan dengan bahasamu sendiri,akhlak mazmumah adalah akhlak tercela dan dapat merusak diri sendiri,10,Jawaban Siswa
Pendidikan Agama Islam,Sebutkan tiga contoh akhlaq mazmumah di kalangan remaja sekarang dan berikan contoh perilaku yang menggambarkannya,Foya-foya = boros dalam segala hal. Hasad = sombong terhadap kebaikan Yang dilakukannya. Riya' = pamer terhadap segala hal yang Ia punya dan Yg dilakukan agar di puji orang lain.,10,Jawaban Siswa
Pendidikan Agama Islam,"Mengapa akhlak mazmumah seperti sombong, iri, atau suka berbohong sangat berbahaya jika dibiarkan?","Iya karena sikap yang Jelek/ Tercela yang tidak di perbolehkan dalam Islam, dan dapat merugikan diri sendiri",10,Jawaban Siswa
Pendidikan Agama Islam,"Pilih salah satu: Fastabiqul Khoirot, Syu'abul Iman, atau Akhlaq Mazmumah. Jelaskan bagaimana penerapan materi tersebut dapat memperbaiki suasana dan karakter siswa di sekolah.","akhlak mazmumah, Dengan cara menasehati dan menegur ketika salah, Dan memberikan arahan ke Jalan Yang benar",10,Jawaban Siswa
Pendidikan Agama Islam,Jelaskan dengan bahasamu sendiri apa makna Fastabiqul Khoirot dan mengapa perintah ini penting dalam kehidupan seorang muslim.,"Fastabikul khoirot artinya adalah berlomba-lomba dalam kebaikan. Perintah ini penting karena Allah menyuruhnya dalam QS. Al baqarah ayat 48 dan Qs. Al maidah ayat 48. Yg menyuruh manusia berlomba dalam kebaikan setelah beramal sholeh, sedekah, dzikir dll. agar manusia senantiasa ingat kpd Allah dan tujuannya adalah untuk mencari ridho Allah",10,Jawaban Siswa
Pendidikan Agama Islam,Sebutkan tiga contoh perilaku Fastabiqul Khoirot di lingkungan sekolah,"membantu teman ketika kesusahan, membersihkan kelas, rajin belajar",10,Jawaban Siswa
Pendidikan Agama Islam,"Menurutmu, apa dampak positif bagi masyarakat jika remaja membiasakan diri berlomba dalam kebaikan?","Jika para remaja Fokus membiasakan diri berlomba dalam kebaikan, maka di masyarakat akan tercipta kerukunan, tentram, tidak ada kegaduhan dan kenakalan remaja",10,Jawaban Siswa
Pendidikan Agama Islam,Jelaskan apa yang dimaksud dengan Syu’abul Iman,Cabang cabang iman yg jumlahnya 77. hal yg dicintai oleh Allah ketika kita melakukan dan mendapat ridho Allah,10,Jawaban Siswa
Pendidikan Agama Islam,Sebutkan lima cabang iman dan jelaskan makna salah satunya,"beriman kepada Allah, beriman kepada malaikat, beriman kepada rosul, beriman kepada kitab, beriman kepada hari kiamat. Makna iman kepada Allah adalah meyakini adanya Allah, keesaan, keagungan, Petolongan Allah dan Semua Yg ada didunia ini beserta isinya adalah bentuk kekuasaan dan Ciptaan Allah",10,Jawaban Siswa
Pendidikan Agama Islam,Mengapa memahami Syu’abul Iman dapat membantu seorang muslim memperbaiki kualitas hidupnya?,"karena dengan memahami syuabul iman membuat iman kita menjadi lebih kuat, menjadi lebih yakin dengan apapun yg diciptakan oleh Allah dan menjauhkan kita dari hal- hal Yg negatif",10,Jawaban Siswa
Pendidikan Agama Islam,Apa yang dimaksud dengan Akhlaq Mazmumah? Jelaskan dengan bahasamu sendiri,akhlaq mazmumah adalah perilaku buruk atau tercela yg harus dihindari oleh orang muslim karna dilarang oleh agama,10,Jawaban Siswa
Pendidikan Agama Islam,Sebutkan tiga contoh akhlaq mazmumah di kalangan remaja sekarang dan berikan contoh perilaku yang menggambarkannya,"Riya' (pamer) ketika habis beli barang bagus atau mahal, diperlihatkan kepada teman temannya. Foya - foya (boros) berlebihan dalam membelanjakan uang padahal bukan kebutuhannya. Hasad (iri,dengki) iri dicampur rasa benci ketika orang lain mencapai  kesuksesannya",10,Jawaban Siswa
Pendidikan Agama Islam,"Mengapa akhlak mazmumah seperti sombong, iri, atau suka berbohong sangat berbahaya jika dibiarkan?","karena bisa merugikan diri sendiri juga orang lain. Merusak mental dan kualitas hidup seseorang, ketidak harmonisan dan timbul permasalahan di lingkungan masyarakat",10,Jawaban Siswa
Pendidikan Agama Islam,"Pilih salah satu: Fastabiqul Khoirot, Syu'abul Iman, atau Akhlaq Mazmumah. Jelaskan bagaimana penerapan materi tersebut dapat memperbaiki suasana dan karakter siswa di sekolah.","Fastabiqul khoirot berlomba dalam kebaikan. Ketika siswa fokus pada kebaikan maka dia tidak akan memikirkan  hal tidak penting yg lain. Fokus belajar, membnatu teman, datang tepat  waktu, piket kelas dll akan membentuk pribadi yg rajin dan disiplin. sehingga karakter siswa tersebut lebih baik",10,Jawaban Siswa
Pendidikan Agama Islam,Jelaskan dengan bahasamu sendiri apa makna Fastabiqul Khoirot dan mengapa perintah ini penting dalam kehidupan seorang muslim.,karena orang muslim harus berbuat baik terhadap sesama manusia dan juga saling jaga etika dan omongan,0,Jawaban Siswa
Pendidikan Agama Islam,Sebutkan tiga contoh perilaku Fastabiqul Khoirot di lingkungan sekolah,"Jaga kebersihan, berpakaian rapi, dan Jaga etika dan omongan ke guru maupun ke teman",10,Jawaban Siswa
Pendidikan Agama Islam,"Menurutmu, apa dampak positif bagi masyarakat jika remaja membiasakan diri berlomba dalam kebaikan?","dampak dari ""Positif berlomba"" dalam kebaikan ""Sangatlah bagus bagi masyarakat dan remaja karena Tidak akan ada y berbuat Sembarang terhadap masyarakat",10,Jawaban Siswa
Pendidikan Agama Islam,Jelaskan apa yang dimaksud dengan Syu’abul Iman,"Syu'abul iman adalah dimana seseorang yg Tidak baik dalam kehidupannya lalu dia menerapkan ""Syu'abul Iman"" Terus kemudian hari bisa memperbaiki kualitas hidupnya maka dari berzikir yaitu jika mengamalkannya akan mendapatkan pahala",10,Jawaban Siswa
Pendidikan Agama Islam,Sebutkan lima cabang iman dan jelaskan makna salah satunya,"Iman kpd allah, berdoam sholat 5 waktu, Iman kpd kitab allah, berzikir",10,Jawaban Siswa
Pendidikan Agama Islam,Mengapa memahami Syu’abul Iman dapat membantu seorang muslim memperbaiki kualitas hidupnya?,karena ia sudah menerapkan syu'abul iman di hidupnya dan dilingkungannya,0,Jawaban Siswa
Pendidikan Agama Islam,Apa yang dimaksud dengan Akhlaq Mazmumah? Jelaskan dengan bahasamu sendiri,dimana mana akhlak mazmumah ialah suatu yg sangat angkuh / sombong itu dan suka berbohong,0,Jawaban Siswa
Pendidikan Agama Islam,Sebutkan tiga contoh akhlaq mazmumah di kalangan remaja sekarang dan berikan contoh perilaku yang menggambarkannya,"dia memamerkan barang-barang bagus, dia iri terhadap temannya mempunyai pacar/ pasangan yg cantik, dia membohongi orang tuanya, dia meminta uang buat beli bensin ternyata dia beli eceran rokok",10,Jawaban Siswa
Pendidikan Agama Islam,"Mengapa akhlak mazmumah seperti sombong, iri, atau suka berbohong sangat berbahaya jika dibiarkan?","Jadi kita bagi umat-umat Islam Tidak usah menerapkan ""Akhlaq mazmumah""  di hidup kita dan di lingkungan kita / para remaja",0,Jawaban Siswa
Pendidikan Agama Islam,"Pilih salah satu: Fastabiqul Khoirot, Syu'abul Iman, atau Akhlaq Mazmumah. Jelaskan bagaimana penerapan materi tersebut dapat memperbaiki suasana dan karakter siswa di sekolah.","""Fastabiqul Khoirot"" dimana bisa membuat siswa lebih bagus / lebih  baik dan dimana sekolah akan bagus rapi dan indah jika siswa menerapkan ""Fastabiqul Khoirot""",10,Jawaban Siswa
Pendidikan Agama Islam,Jelaskan dengan bahasamu sendiri apa makna Fastabiqul Khoirot dan mengapa perintah ini penting dalam kehidupan seorang muslim.,"berlomba-lomba dalam kebaikan, maksudnya apabila kita mengerjakan sesuatu hal yg baik, kita patut untuk berlomba-lomba dlm hal itu. Contoh: kita Sedang usaha, maka kita boleh Fastabiqul Khoirot karena saat kita mengerjakan ujian itu tidak boleh curang",10,Jawaban Siswa
Pendidikan Agama Islam,Sebutkan tiga contoh perilaku Fastabiqul Khoirot di lingkungan sekolah,"saat ujian, sholat 5 waktu, adan berkumandang",0,Jawaban Siswa
Pendidikan Agama Islam,"Menurutmu, apa dampak positif bagi masyarakat jika remaja membiasakan diri berlomba dalam kebaikan?",mendapatkan pahala,0,Jawaban Siswa
Pendidikan Agama Islam,Jelaskan apa yang dimaksud dengan Syu’abul Iman,cabang-cabangnya iman untuk keyakinan,5,Jawaban Siswa
