Mata Pelajaran_clean,Soal_clean,Jawaban_clean,Keterangan_clean,Skor
bahasa indonesia,sebutkan tiga ciri utama dari teks laporan hasil observasi,objektif sistematis kontrenatif,jawaban siswa,5.0
bahasa indonesia,sebutkan tiga ciri utama dari teks laporan hasil observasi,bersifat objektif data virtual dan menggunakan bahasa baku,jawaban siswa,10.0
bahasa indonesia,sebutkan tiga ciri utama dari teks laporan hasil observasi,bersifat faktual objektif sistematis,jawaban siswa,10.0
bahasa indonesia,sebutkan tiga ciri utama dari teks laporan hasil observasi,menggunakan bahasa yang baku menggunakan cara yang sistematis pembahasan,jawaban siswa,10.0
bahasa indonesia,sebutkan tiga ciri utama dari teks laporan hasil observasi,fakta teratur dan menggunakan bahasa baku,jawaban siswa,10.0
bahasa indonesia,sebutkan tiga ciri utama dari teks laporan hasil observasi,bersifat objektif penyusunan teks nya sistematis dan berdasarkan fakta hasil pengamatan,jawaban siswa,10.0
bahasa indonesia,sebutkan tiga ciri utama dari teks laporan hasil observasi,bersifat objektif berdasarkan fakta disusun secara sistematis,jawaban siswa,10.0
bahasa indonesia,sebutkan tiga ciri utama dari teks laporan hasil observasi,faktual objektif menggunakan bahasa baku,jawaban kunci,10.0
bahasa indonesia,sebutkan tiga ciri utama dari teks laporan hasil observasi,tujuan untuk mendaat informasi berisi fakta menggunakan bahasa baku,jawaban siswa,10.0
bahasa indonesia,sebutkan tiga ciri utama dari teks laporan hasil observasi,berisi fakta menggunakan bahasa baku disusun teratur dan jelas,jawaban siswa,10.0
bahasa indonesia,sebutkan tiga ciri utama dari teks laporan hasil observasi,kata pembuka kata pentup tokoh tempat waktu,jawaban siswa,10.0
bahasa indonesia,sebutkan tiga ciri utama dari teks laporan hasil observasi,ciri utama teks lho disusun secara struktur menggunakan bahasa baku dan ilmiah bersifat objektif,jawaban siswa,10.0
bahasa indonesia,sebutkan tiga ciri utama dari teks laporan hasil observasi,dimana kapan dan siapa,jawaban siswa,0.0
bahasa indonesia,sebutkan tiga ciri utama dari teks laporan hasil observasi,bahasa baku dan ilmiah fokus pada objek tunggal,jawaban siswa,10.0
bahasa indonesia,sebutkan tiga ciri utama dari teks laporan hasil observasi,fakta teratur dan jelas bahasa baku,jawaban siswa,10.0
bahasa indonesia,sebutkan tiga ciri utama dari teks laporan hasil observasi,berdasarkan faktan dan pengamatan langsung struktur terorganisir dan sistematis bahasa jelas tegas dan objektif,jawaban siswa,10.0
bahasa indonesia,sebutkan tiga ciri utama dari teks laporan hasil observasi,bersifat sistematis pembahasan bahasa baku,jawaban siswa,10.0
ipas,air yang membeku menjadi es sering dikatakan berubah menjadi zat baru karena bentuknya berbeda jelaskan berdasarkan konsep perubahan zat,perubahan fisika karena dari cair menjadi padat karena penurunan suhu,jawaban siswa,10.0
ipas,air yang membeku menjadi es sering dikatakan berubah menjadi zat baru karena bentuknya berbeda jelaskan berdasarkan konsep perubahan zat,air yang berubah menjadi es batu karena dibekukan yang biasnya ditaruh didalam kulkas yaitu perubahan zat cair menjadi zat padat,jawaban siswa,10.0
ipas,air yang membeku menjadi es sering dikatakan berubah menjadi zat baru karena bentuknya berbeda jelaskan berdasarkan konsep perubahan zat,karena dari air yang cair menjadi es yang beku ini terjadi karena perubahan fisika,jawaban siswa,10.0
ipas,air yang membeku menjadi es sering dikatakan berubah menjadi zat baru karena bentuknya berbeda jelaskan berdasarkan konsep perubahan zat,zat cair menjadi padat,jawaban siswa,0.0
ipas,air yang membeku menjadi es sering dikatakan berubah menjadi zat baru karena bentuknya berbeda jelaskan berdasarkan konsep perubahan zat,air yang membeku jadi es disebabkan adanya perubahan kimia yang ditaruh di kulkas dengna suhu dingin tinggi,jawaban siswa,0.0
ipas,air yang membeku menjadi es sering dikatakan berubah menjadi zat baru karena bentuknya berbeda jelaskan berdasarkan konsep perubahan zat,karena air yang membeku berubah menjadi padat,jawaban siswa,10.0
ipas,air yang membeku menjadi es sering dikatakan berubah menjadi zat baru karena bentuknya berbeda jelaskan berdasarkan konsep perubahan zat,perubahan es menjadi air itu dikarenakan dari suhu ruang atau dipanaskan es yang dipanaskan akan melelh dan menjadi air air jika dipanaskan lebih lama akan menjadi gas,jawaban siswa,10.0
ipas,air yang membeku menjadi es sering dikatakan berubah menjadi zat baru karena bentuknya berbeda jelaskan berdasarkan konsep perubahan zat,air yang membeku menjadi es itu merupakan perubahan fisika yang tidak menghasilkan zat baru air yang masuk kedalam freezer akan membeku karna hawa dingin didalam proses ini merubah bentuk dari cair menjadi padat tanpa zat baru sedangkan jika menghasilkan zat baru itu contohnya seperti pembakaran kayu lilin dan lain lain proses pembekuan ini hanya meruah bentuk saja tannpa menghasilkan zat baru,jawaban siswa,10.0
ipas,air yang membeku menjadi es sering dikatakan berubah menjadi zat baru karena bentuknya berbeda jelaskan berdasarkan konsep perubahan zat,pembekuan air adalah perubahan fisika akrena hanya perubahan wujud dari cair menjadi padat zat tersebut tetap air perubahan bentuk tidak selalu menghasilkan zat baru,jawaban siswa,10.0
ipas,air yang membeku menjadi es sering dikatakan berubah menjadi zat baru karena bentuknya berbeda jelaskan berdasarkan konsep perubahan zat,perubahan zat cair menjadi zat padat,jawaban siswa,0.0
ipas,air yang membeku menjadi es sering dikatakan berubah menjadi zat baru karena bentuknya berbeda jelaskan berdasarkan konsep perubahan zat,karena air memiliki masa menempati ruang,jawaban siswa,0.0
ipas,air yang membeku menjadi es sering dikatakan berubah menjadi zat baru karena bentuknya berbeda jelaskan berdasarkan konsep perubahan zat,membeku adalah perubahan wujud zat cair menjadi padat tetapi tidak menimbulkan zat baru dan termasuk perubahan fisika,jawaban siswa,10.0
ipas,air yang membeku menjadi es sering dikatakan berubah menjadi zat baru karena bentuknya berbeda jelaskan berdasarkan konsep perubahan zat,air yang membeku menjadi es itu merupakan perubahan fisika karena dia itu tidak menghasilkan zat baru membeku itu bukanlah perubahan kimia melainkan perubahan fisika karena diperubahan kimia tidak ada yang namanya membeku,jawaban siswa,10.0
ipas,air yang membeku menjadi es sering dikatakan berubah menjadi zat baru karena bentuknya berbeda jelaskan berdasarkan konsep perubahan zat,pembekuan air adalah perubahan dari cair menjadi padat karena suhu rendah tidak berbentuk zat baru hanya berubah wujud ini termasuk perubahan fisika,jawaban siswa,10.0
ipas,air yang membeku menjadi es sering dikatakan berubah menjadi zat baru karena bentuknya berbeda jelaskan berdasarkan konsep perubahan zat,pembekuan air merupakan perubahan fisika karena hanya terjadi perubahan wujud tanpa pembentukan zat baru oleh karena itu perubahan wujud tidak selalu dinamakan perubahan kimia,jawaban siswa,10.0
ipas,air yang membeku menjadi es sering dikatakan berubah menjadi zat baru karena bentuknya berbeda jelaskan berdasarkan konsep perubahan zat,fisika karena hanya berubah wujud,jawaban siswa,10.0
ipas,air yang membeku menjadi es sering dikatakan berubah menjadi zat baru karena bentuknya berbeda jelaskan berdasarkan konsep perubahan zat,pembekuan air adalah perubahan fisika karena hanya berubah wujud dari cair menjadi padat,jawaban siswa,10.0
ipas,air yang membeku menjadi es sering dikatakan berubah menjadi zat baru karena bentuknya berbeda jelaskan berdasarkan konsep perubahan zat,karena ya kita kalau menaruh es batu lalu didiamkan sampai meleleh dia akan ada perubahan,jawaban siswa,0.0
ipas,air yang membeku menjadi es sering dikatakan berubah menjadi zat baru karena bentuknya berbeda jelaskan berdasarkan konsep perubahan zat,pembekuan adalan transisi fase dari cair menjadi padat karena adanya proses pembekuan,jawaban siswa,10.0
ipas,air yang membeku menjadi es sering dikatakan berubah menjadi zat baru karena bentuknya berbeda jelaskan berdasarkan konsep perubahan zat,pembekuan air terjadi ketika suhu air diturunkan sehingga berubah menjadi padat es,jawaban siswa,10.0
ipas,air yang membeku menjadi es sering dikatakan berubah menjadi zat baru karena bentuknya berbeda jelaskan berdasarkan konsep perubahan zat,yaitu perubahan yang terjadi pada es tersebut yaitu dari padat menjadi cair,jawaban siswa,5.0
ipas,air yang membeku menjadi es sering dikatakan berubah menjadi zat baru karena bentuknya berbeda jelaskan berdasarkan konsep perubahan zat,fisika,jawaban siswa,0.0
ipas,air yang membeku menjadi es sering dikatakan berubah menjadi zat baru karena bentuknya berbeda jelaskan berdasarkan konsep perubahan zat,iya karena air yang membeku menjadi es itu termasuk perubahan yang menghasilkan zat baru melalui komposisi,jawaban siswa,10.0
ipas,air yang membeku menjadi es sering dikatakan berubah menjadi zat baru karena bentuknya berbeda jelaskan berdasarkan konsep perubahan zat,klasik dari perubahan proses ini terjadi ketika air cair melepaskan energi panas kalor suhu dibawah derajat c merubahnya menjadi es batu,jawaban siswa,10.0
ipas,air yang membeku menjadi es sering dikatakan berubah menjadi zat baru karena bentuknya berbeda jelaskan berdasarkan konsep perubahan zat,di karenakan pada saat sebelum beku air masih cair pada saat suhu mulai di naikan perubahan dikit demi sedikit menjadikan air tersebut menjadi zat padat,jawaban siswa,0.0
ipas,air yang membeku menjadi es sering dikatakan berubah menjadi zat baru karena bentuknya berbeda jelaskan berdasarkan konsep perubahan zat,zat cair ke zat padat,jawaban siswa,0.0
ipas,air yang membeku menjadi es sering dikatakan berubah menjadi zat baru karena bentuknya berbeda jelaskan berdasarkan konsep perubahan zat,air yang membeku menjadi es sering dikatain berubah menjadi zat baru karena konsep perubah zat tersebut adalah perubahan fisika air yang awalnya cair menjadi beku atau padat,jawaban siswa,10.0
ipas,air yang membeku menjadi es sering dikatakan berubah menjadi zat baru karena bentuknya berbeda jelaskan berdasarkan konsep perubahan zat,dari situ mengalami perubahan zat mengkristal karena dari air yang dingin terkena suhu yang sangat dingin sekali akan mengalami perubahan,jawaban siswa,10.0
ipas,air yang membeku menjadi es sering dikatakan berubah menjadi zat baru karena bentuknya berbeda jelaskan berdasarkan konsep perubahan zat,peristiwa perubahan wujud dari cair menjadi padat es karena penurunan suhu perubahan wujud tanpa pembentukan zat baru sehingga tidak menghasilkan zat baru perubahan fisika,jawaban siswa,10.0
ipas,air yang membeku menjadi es sering dikatakan berubah menjadi zat baru karena bentuknya berbeda jelaskan berdasarkan konsep perubahan zat,perubahan fisika,jawaban siswa,0.0
ipas,air yang membeku menjadi es sering dikatakan berubah menjadi zat baru karena bentuknya berbeda jelaskan berdasarkan konsep perubahan zat,air yang membeku jadi es disebabkan karena adanya perubahan kimia yang ditaruh di kulkas dengan suhu dingin tinggi,jawaban siswa,0.0
ipas,apa perbedaan antara perubahan fisika dan perubahan kimia berikan masing masing dua contoh dalam kehidupan sehari hari,perubahan fisika perubahan yang tidak menghasilkan zat baru hanya akan terjadi perubahan wujud contoh saat orang menggiling beras dan menjadi tepung air dimasukan kulkas menjadi beku perubahan kimia perubahan yang bisa menghasilkan zat baru contoh paku yang dibiarkan lama akan berkarat pembusukan buah buahan yang dibiarkan lama,jawaban siswa,10.0
ipas,apa perbedaan antara perubahan fisika dan perubahan kimia berikan masing masing dua contoh dalam kehidupan sehari hari,perubahan fisika tidak menghasilkan zat baru,jawaban siswa,5.0
ipas,apa perbedaan antara perubahan fisika dan perubahan kimia berikan masing masing dua contoh dalam kehidupan sehari hari,perubahan fisika tidak menghasilkan zat baru dan bisa kembali seperti semula contoh es batu mencair perubahan kimia menghasilkan zat baru dan sulit kembali seperti semula contoh besi berkarat dan buah yang membusuk,jawaban siswa,10.0
ipas,apa perbedaan antara perubahan fisika dan perubahan kimia berikan masing masing dua contoh dalam kehidupan sehari hari,perubahan fisika tidak menghasilkan zat baru contoh es batu perubahan kimia menghasilkan zat baru contoh kayu yang dibakar besi berkarat,jawaban siswa,10.0
ipas,apa perbedaan antara perubahan fisika dan perubahan kimia berikan masing masing dua contoh dalam kehidupan sehari hari,contoh perubahan kimia adalah pakan ternak yang membusuk contoh perubahan fisika adalah es batu yang mencair dan lilin yang meleleh,jawaban siswa,5.0
ipas,apa perbedaan antara perubahan fisika dan perubahan kimia berikan masing masing dua contoh dalam kehidupan sehari hari,perubahan fisika tidak menghasilkan zat baru contoh es batu yang mencair perubahan kimia menghasilkan zat baru contoh kayu yang dibakar dan besi berkarat,jawaban siswa,10.0
ipas,apa perbedaan antara perubahan fisika dan perubahan kimia berikan masing masing dua contoh dalam kehidupan sehari hari,perubahan fisika merupakan sifat yang dapat diukur dan diteliti tanpa mmengubah komposisi atau susunan zat contohnya kelarutan seperti minuman perubahan kimia merupakan zat untuk mengalami perubahan dan membentuk zat baru contohnya membakar sampah di depan rumah,jawaban siswa,10.0
ipas,apa perbedaan antara perubahan fisika dan perubahan kimia berikan masing masing dua contoh dalam kehidupan sehari hari,fisika akibat aktivitas mikroorganisme bakteri jamur atau reaksi enzimatis yang menurunkan nilai nutrisi pakan proses ini ditandai dengan terbentuknya zat zat baru yang merugikan hasil samping pembusukan dan hilangnya komponen nutrisi yang berguna kimia menghasilkan zat baru dengan sifat berbeda melalui reaksi kimia seringkali tidak dapat kembali,jawaban siswa,10.0
ipas,apa perbedaan antara perubahan fisika dan perubahan kimia berikan masing masing dua contoh dalam kehidupan sehari hari,fisika tidak menghasilkan zat baru hanya berubah bentuk atau wujud contoh es mencair dan kertas disobek kimia merupakan zat yang menghasilkan zat baru contoh besi berkarat dan kayu dibakar,jawaban siswa,10.0
ipas,apa perbedaan antara perubahan fisika dan perubahan kimia berikan masing masing dua contoh dalam kehidupan sehari hari,perubahan kimia merupakan perubahan yang dapat kembali ke wujud aslinya sedangkan perubahan fisika dapt kembali ke wujud aslinya contoh kimia kertas yang dibakar contoh fisika es batu yang meleleh menjadi cair dan lilin yang meleleh,jawaban siswa,5.0
ipas,apa perbedaan antara perubahan fisika dan perubahan kimia berikan masing masing dua contoh dalam kehidupan sehari hari,perubahan fisika merupakan benda padat menjadi cair contoh es yang meleleh perubahan kimia merupakan yang menghasilkan zat baru contoh membakar kertas,jawaban siswa,10.0
ipas,apa perbedaan antara perubahan fisika dan perubahan kimia berikan masing masing dua contoh dalam kehidupan sehari hari,perubahan fisika tidak menghasilkan zat baru hanya berubah bentuk ukuran dan wujud contoh es menjadi cair lilin mencair jika dipanaskan perubahan kimia menghasilkan zat baru dan sifat berubah permanen contoh kayu dibakar menjadi abu besi berkarat yang berubah warna menjadi coklat kemerahan,jawaban siswa,10.0
ipas,apa perbedaan antara perubahan fisika dan perubahan kimia berikan masing masing dua contoh dalam kehidupan sehari hari,perubahan fisika tidak ada campuran kimia,jawaban siswa,0.0
ipas,apa perbedaan antara perubahan fisika dan perubahan kimia berikan masing masing dua contoh dalam kehidupan sehari hari,perubahan fisika merupakan perubahan yang dengan sendirinya kimia merupakan perubahan yang dengan adanya campur tangan manusia,jawaban siswa,10.0
ipas,apa perbedaan antara perubahan fisika dan perubahan kimia berikan masing masing dua contoh dalam kehidupan sehari hari,perbedannya adalah perubahan dua jenis materi yang berbeda secara mendasar contoh perubahan fisika es batu mencair gula larut dalam air contoh perubahan kimia besi berkarat susu menjadi yogurt,jawaban siswa,10.0
ipas,apa perbedaan antara perubahan fisika dan perubahan kimia berikan masing masing dua contoh dalam kehidupan sehari hari,perubahan fisika merupakan perubahan yang tidak menghasilkan zat baru hanya berubah ukuran bentuk dan wujud zat contoh es mencair dan kertas dipotong perubahan kimia merupakan perubahan yang dapat menghasilkan zat baru dengan kompsisi yaitu berbeda dengan zat sebelumnya contoh kayu terbakar dan besi berkarat,jawaban siswa,10.0
ipas,apa perbedaan antara perubahan fisika dan perubahan kimia berikan masing masing dua contoh dalam kehidupan sehari hari,perubahan fisika yaitu perubahan yang tidak menghasilkan zat baru contoh es batu dan gula yang mencair,jawaban siswa,10.0
